‘¿ ”À‹“≈“	 ≤À‹ ≤—“‹ ÕŒ¬»Õ ¬≤ƒ 1.1.2018	ƒ¿“¿ Œ—“¿ÕÕ‹ŒØ œ”¡À≤ ¿÷≤Ø
http://bioweb.lnu.edu.ua/news	15	26.06.2018	
26.01.2018	clio	63	http://clio.lnu.edu.ua/news/stypendiji-dlya-molodyh-naukovtsiv-v-tsentru-shidnojevropejskyh-studij-varshavskoho-universytetu	
25.01.2018	clio	63	http://clio.lnu.edu.ua/news/konkurs-na-otrymannya-stypendij-na-stazhuvannya-v-universyteti-deusto-ispaniya-v-ramkah-prohramy-erasmus	
24.01.2018	clio	63	http://clio.lnu.edu.ua/news/zasidannya-vchenoji-rady-istorychnoho-fakultetu	
24.01.2018	clio	63	http://clio.lnu.edu.ua/news/dopovid-stepana-bilostotskoho-quod-felix-faustum-fortunatumque-sit-160-rokiv-vid-narodzhennya-profesora-osvalda-baltsera-1858-1933-rektora-lvivskoho-universytetu	
23.01.2018	clio	64	http://clio.lnu.edu.ua/news/profesora-o-m-suhoho-nahorodzheno-zolotym-herbom-mista-lvova	
16.01.2018	clio	64	http://clio.lnu.edu.ua/news/spysok-studentiv-za-rezultatamy-zymovoji-sesiji-2017-2018-n-r	
15.01.2018	clio	64	http://clio.lnu.edu.ua/news/anotovanyj-perelik-vybirkovyh-dystsyplin-z-tsyklu-humanitarnoji-ta-sotsialno-ekonomichnoji-pidhotovky-yaki-proponuyut-vykladachi-istorychnoho-fakultetu-vidpovidno-do-navchalnyh-planiv-dlya-studentiv-2	
09.01.2018	clio	64	http://clio.lnu.edu.ua/news/druha-mizhnarodna-naukovo-praktychna-konferentsiya-problemy-zberezhennya-i-populyaryzatsiji-kulturnoji-spadschyny-vyklyky-ta-mozhlyvosti	
06.01.2018	clio	64	http://clio.lnu.edu.ua/news/hrystos-narodyvsya-2	
05.01.2018	clio	65	http://clio.lnu.edu.ua/news/rozklad-perezdach-akademichnyh-zaborhovanostej-studentamy-istorychnoho-fakultetu-dennoji-formy-navchannya-talon-2-2	
05.01.2018	clio	65	http://clio.lnu.edu.ua/news/rozporyadzhennya-dekana-pro-konkurs-dlya-rozhlyadu-zayav-studentiv-istorychnoho-fakultetu-yaki-navchayutsya-na-platnij-formi-navchannya-i-pretenduyut-na-perevedennya-na-byudzhetnu-formu-navchannya	
04.01.2018	clio	65	http://clio.lnu.edu.ua/news/serhij-kozlovskyj-uchasnyk-vii-vsesvitnoho-forumu-doslidzhen-kytayu	
http://kultart.lnu.edu.ua/news	248	28.06.2018	
28.06.2018	kultart	1	http://kultart.lnu.edu.ua/news/spysky-studentiv-iz-serednim-dodatkovym-ta-rejtynhovym-balamy	
25.06.2018	kultart	1	http://kultart.lnu.edu.ua/news/hrafik-likvidatsiji-akademzaborhovanosti-dlya-studentiv-dennoji-formy-navchannya	
23.06.2018	kultart	1	http://kultart.lnu.edu.ua/news/informatsiya-dlya-abiturijentiv-or-bakalavr	
23.06.2018	kultart	1	http://kultart.lnu.edu.ua/news/horeohrafichna-kultura-mystetski-vymiry-2018-%e2%80%92-vyp-6	
22.06.2018	kultart	1	http://kultart.lnu.edu.ua/news/do-uvahy-studentiv	
22.06.2018	kultart	2	http://kultart.lnu.edu.ua/news/hrafik-provedennya-vstupnyh-vyprobuvan-z-inozemnoji-movy-ta-fahovyh-vstupnyh-vyprobuvan-na-zdobuvannya-oc-mahistr-i-os-bakalavr-u-2018-rotsi	
22.06.2018	kultart	2	http://kultart.lnu.edu.ua/news/urochysta-akademiya-z-nahody-zavershennya-navchannya-2	
21.06.2018	kultart	2	http://kultart.lnu.edu.ua/news/20958	
20.06.2018	kultart	2	http://kultart.lnu.edu.ua/news/rezultaty-tvorchoho-zaliku-abiturijentiv-spetsialnosti-014-13-serednya-osvita-muzychne-mystetstvo-19-chervnya-2018-roku	
19.06.2018	kultart	2	http://kultart.lnu.edu.ua/news/kma-31-zaproshuje-na-sonety-v-shekspira	
19.06.2018	kultart	3	http://kultart.lnu.edu.ua/news/zaproshennya-na-den-abiturijenta	
19.06.2018	kultart	3	http://kultart.lnu.edu.ua/news/zahalnouniversytetskyj-seminar-filosofiya-nauky-zaproshennya	
19.06.2018	kultart	3	http://kultart.lnu.edu.ua/news/konferentsiya-kolektyvu-fakultetu	
19.06.2018	kultart	3	http://kultart.lnu.edu.ua/news/pro-mehanizm-realizatsiji-prava-na-sotsialnu-stypendiyu	
18.06.2018	kultart	3	http://kultart.lnu.edu.ua/news/myttjevosti-vidkrytyj-ispyt-iz-vokalu-kmo-11	
18.06.2018	kultart	4	http://kultart.lnu.edu.ua/news/4-chyslo-lvivsko-ryashivskyh-naukovyh-zoshytiv	
18.06.2018	kultart	4	http://kultart.lnu.edu.ua/news/zasidannya-vchenoji-rady-fakultetu-kultury-i-mystetstv-31	
16.06.2018	kultart	4	http://kultart.lnu.edu.ua/news/zaproshennya-na-vidkrytyj-ispyt-z-vokalu-studentiv-hrupy-kmo-11	
14.06.2018	kultart	4	http://kultart.lnu.edu.ua/news/myttjevosti-vidkrytoho-ispytu-z-vokalu-vid-hrupy-kma-51m	
14.06.2018	kultart	4	http://kultart.lnu.edu.ua/news/myttjevosti-roboty-ek-napryamu-pidhotovky-6-020102-knyhoznavstvo-bibliotekoznavstvo-i-bibliohrafiya	
14.06.2018	kultart	5	http://kultart.lnu.edu.ua/news/derzhavnyj-ispyt-z-horeohrafichnoji-dystsyplin-chumatski-radoschi	
13.06.2018	kultart	5	http://kultart.lnu.edu.ua/news/potribna-dopomoha-vypusknytsi-nashoho-fakultetu	
12.06.2018	kultart	5	http://kultart.lnu.edu.ua/news/rozpochala-robotu-ek-schodo-skladannya-derzhavnyh-ispytiv-ta-zahystu-kvalifikatsijnyh-dyplomnyh-robit-dlya-studentiv-iv-kursiv-kafedry-muzychnoho-mystetstva	
12.06.2018	kultart	5	http://kultart.lnu.edu.ua/news/kma-41-zaproshennya-na-dyplomnu-vystavu-za-dvoma-zajtsyamy	
11.06.2018	kultart	5	http://kultart.lnu.edu.ua/news/systema-perevirky-na-plahiat-ukrajinskoyu	
11.06.2018	kultart	6	http://kultart.lnu.edu.ua/news/kma-51m-zaproshennya-na-vidkrytyj-ispyt-z-vokalu	
11.06.2018	kultart	6	http://kultart.lnu.edu.ua/news/dyplomni-vystavy-horeohrafiv-myttjevosti	
11.06.2018	kultart	6	http://kultart.lnu.edu.ua/news/myttjevosti-kompleksnyj-ispyt-teatroznavstvo	
11.06.2018	kultart	6	http://kultart.lnu.edu.ua/news/telefon-doviry-2	
11.06.2018	kultart	6	http://kultart.lnu.edu.ua/news/zasidannya-vchenoji-rady-fakultetu-kultury-i-mystetstv-30	
10.06.2018	kultart	7	http://kultart.lnu.edu.ua/news/zaproshennya-na-derzhavnyj-ispyt-z-horeohrafiji	
09.06.2018	kultart	7	http://kultart.lnu.edu.ua/news/myttjevosti-derzhavni-ekzameny-zi-spetsialnosti-horeohrafiya-prodovzhennya	
09.06.2018	kultart	7	http://kultart.lnu.edu.ua/news/vshanuvannya-pamyati-o-m-shashkevycha	
09.06.2018	kultart	7	http://kultart.lnu.edu.ua/news/posvyata-pershokursnykiv-teatroznavtsiv	
08.06.2018	kultart	7	http://kultart.lnu.edu.ua/news/myttjevosti-derzhavni-ekzameny-zi-spetsialnosti-horeohrafiya	
08.06.2018	kultart	8	http://kultart.lnu.edu.ua/news/kma-31-zaproshuje-u-vyshnevyj-sad	
08.06.2018	kultart	8	http://kultart.lnu.edu.ua/news/do-uvahy-abiturijentiv-nahaduvannya-prohramy-fahovyh-vstupnyh-vyprobuvan	
05.06.2018	kultart	8	http://kultart.lnu.edu.ua/news/zaproshennya-na-kastynh-aktoriv-dlya-istorychnoji-dramy-dovbush-rezhysera-olesya-sanina	
04.06.2018	kultart	8	http://kultart.lnu.edu.ua/news/vidkrytyj-zalik-iz-vokalu-hrupy-kma-21-myttjevosti	
04.06.2018	kultart	8	http://kultart.lnu.edu.ua/news/nahaduvannya-protsedura-vyznachennya-dodatkovoho-balu-schodo-stypendiji	
04.06.2018	kultart	9	http://kultart.lnu.edu.ua/news/do-uvahy-abiturijentiv-or-mahistr-konsultatsiji-z-anhlijskoji-movy	
02.06.2018	kultart	9	http://kultart.lnu.edu.ua/news/studentka-sofiya-krok-erazmus-tse-shlyah-do-novyh-idej-vdoskonalen-ta-tsilej	
01.06.2018	kultart	9	http://kultart.lnu.edu.ua/news/vidkrytyj-ispyt-z-vokalu-hrupy-kma-41	
31.05.2018	kultart	9	http://kultart.lnu.edu.ua/news/konkurs-na-otrymannya-stypendij-na-navchannya-stazhuvannya-v-universyteti-minyu-m-braha-portuhaliya-v-ramkah-prohramy-erasmus-2	
31.05.2018	kultart	9	http://kultart.lnu.edu.ua/news/ispyt-z-vokalu-hrupy-kma-41-zaproshujemo	
30.05.2018	kultart	10	http://kultart.lnu.edu.ua/news/vitajemo-studenta-hr-kma-1m-andriya-roschisa-iz-peremohoyu	
30.05.2018	kultart	10	http://kultart.lnu.edu.ua/news/zaproshujemo-na-den-abiturijenta-2	
29.05.2018	kultart	10	http://kultart.lnu.edu.ua/news/korporatsiya-majkrosoft-microsoft-corporation-u-lvivskomu-natsionalnomu-universyteti-imeni-ivana-franka	
26.05.2018	kultart	10	http://kultart.lnu.edu.ua/news/ekzamen-stsenichna-mova-kma-11-videozvit	
25.05.2018	kultart	10	http://kultart.lnu.edu.ua/news/derzhavnyj-ispyt-iz-horeohrafichnyh-dystsyplin	
23.05.2018	kultart	11	http://kultart.lnu.edu.ua/news/vidbulas-v-vseukrajinska-naukova-studentska-konferentsiya-horeohrafichna-kultura-mystetski-vymiry	
23.05.2018	kultart	11	http://kultart.lnu.edu.ua/news/nahaduvannya-dlya-vstupnykiv-do-mahistratury	
22.05.2018	kultart	11	http://kultart.lnu.edu.ua/news/zvitna-studentska-naukova-konferentsiya-sektsiya-informatsijna-ta-bibliotechna-sprava	
22.05.2018	kultart	11	http://kultart.lnu.edu.ua/news/zaproshennya-na-kontsert-2	
22.05.2018	kultart	11	http://kultart.lnu.edu.ua/news/uvaha-starostat	
21.05.2018	kultart	12	http://kultart.lnu.edu.ua/news/ispyt-zi-stsenmovy-hrupy-kma-11	
21.05.2018	kultart	12	http://kultart.lnu.edu.ua/news/do-uvahy-studentiv-yaki-navchayutsya-za-derzhavnym-zamovlennyam-i-pretenduyut-na-otrymannya-stypendiji	
21.05.2018	kultart	12	http://kultart.lnu.edu.ua/news/z-metoyu-zapobihannya-koruptsiji-v-universyteti-telefon-doviry	
21.05.2018	kultart	12	http://kultart.lnu.edu.ua/news/zaproshujemo-na-travneve-zasidannya-naukovoho-seminaru-fakultetu-kultury-i-mystetstv	
21.05.2018	kultart	12	http://kultart.lnu.edu.ua/news/zasidannya-vchenoji-rady-fakultetu-kultury-i-mystetstv-29	
21.05.2018	kultart	13	http://kultart.lnu.edu.ua/news/tryvaje-studentska-naukova-konferentsiya-kulturno-mystetski-protsesy-v-ukrajini-u-konteksti-jevropejskoho-naukovoho-prostoru-sektsiya-informatsijna-ta-bibliotechna-sprava	
21.05.2018	kultart	13	http://kultart.lnu.edu.ua/news/horeohrafichna-kultura-mystetski-vymiry-2	
20.05.2018	kultart	13	http://kultart.lnu.edu.ua/news/zustrich-dekana-fakultetu-zi-studentamy-4	
18.05.2018	kultart	13	http://kultart.lnu.edu.ua/news/prezentatsiya-knyhy-nazara-tytara-svoje-zhyttya-prysvyachuyu-lyubovi	
18.05.2018	kultart	13	http://kultart.lnu.edu.ua/news/konsultatsiji-dlya-abiturijentiv-spetsialnosti-026-stsenichne-mystetstvo-aktorske-mystetstvo-2	
18.05.2018	kultart	14	http://kultart.lnu.edu.ua/news/lira-i-cheremosh-zaproshuyut-na-kontsert	
18.05.2018	kultart	14	http://kultart.lnu.edu.ua/news/dyplomna-robota-hr-kma-41-komediya-m-starytskoho-za-dvoma-zajtsyamy	
18.05.2018	kultart	14	http://kultart.lnu.edu.ua/news/nahaduvannya-rozklad-studentiv-ii-kursu-or-doktor-filosofiji-muzychne-mystetstvo	
18.05.2018	kultart	14	http://kultart.lnu.edu.ua/news/nahaduvannya-rozklad-ek	
18.05.2018	kultart	14	http://kultart.lnu.edu.ua/news/blank-opysu-navchalnoji-dystsypliny	
17.05.2018	kultart	15	http://kultart.lnu.edu.ua/news/prezentatsiya-monohrafiji-olhy-komendy-oleksandr-kozarenko-pianist-kompozytor-muzykoznavets	
16.05.2018	kultart	15	http://kultart.lnu.edu.ua/news/den-nauky-proforijentatsijna-zustrich-u-nvk-strilkivska-shkola-internat-z-pohlyblenym-vyvchennyam-okremyh-predmetiv-pry-lnu-imeni-ivana-franka	
16.05.2018	kultart	15	http://kultart.lnu.edu.ua/news/zaproshennya-na-fleshmob-do-dnya-vyshyvanky	
15.05.2018	kultart	15	http://kultart.lnu.edu.ua/news/svitlyny-iz-kontsertu-vokalnoji-muzyky	
14.05.2018	kultart	15	http://kultart.lnu.edu.ua/news/dyplomna-vystava-za-dvoma-zajtsyamy	
14.05.2018	kultart	16	http://kultart.lnu.edu.ua/news/konferentsiya-trudovoho-kolektyvu-universytetu	
14.05.2018	kultart	16	http://kultart.lnu.edu.ua/news/majya-harbuzyuk-password-shakespeare	
14.05.2018	kultart	16	http://kultart.lnu.edu.ua/news/zaproshennya-vzyaty-uchast-u-xiii-vseukrajinskomu-konkursi-vykonavtsiv-hudozhnoho-slova-im-lesi-ukrajinky	
14.05.2018	kultart	16	http://kultart.lnu.edu.ua/news/informatsiya-pro-prohramu-praktyky-ta-stazhuvannya-u-kompaniji-crh	
14.05.2018	kultart	16	http://kultart.lnu.edu.ua/news/zaproshennya-na-vidkryte-zanyattya-3	
12.05.2018	kultart	17	http://kultart.lnu.edu.ua/news/vykladachi-kafedry-bibliotekoznavstva-i-bibliohrafiji-vzyaly-uchast-u-sektsijnomu-zasidanni-vseukrajinskoji-naukovo-praktychnoji-konferentsiji-suchasnyj-naukovo-informatsijnyj-osvitnij-ta-sotsiokultu	
11.05.2018	kultart	17	http://kultart.lnu.edu.ua/news/konsultatsiji-dlya-abiturijentiv-spetsialnosti-stsenichne-mystetstvo-aktorske-mystetstvo-teatru-lyalok	
10.05.2018	kultart	17	http://kultart.lnu.edu.ua/news/zaproshennya-na-vidkryttya-urban-biblioteky	
10.05.2018	kultart	17	http://kultart.lnu.edu.ua/news/zaproshennya-na-vidkryte-zanyattya-2	
07.05.2018	kultart	17	http://kultart.lnu.edu.ua/news/zasidannya-naukovo-metodychnoji-rady-4	
05.05.2018	kultart	18	http://kultart.lnu.edu.ua/news/kruhlyj-stil-svitovi-tendentsiji-vyschoji-osvity	
05.05.2018	kultart	18	http://kultart.lnu.edu.ua/news/svit-novoji-teatralnoji-enerhiji-yak-klitynna-sutnist-kultury-studenty-lvivskoho-universytetu-u-prazi	
03.05.2018	kultart	18	http://kultart.lnu.edu.ua/news/proforijentatsijna-zustrich-iz-uchnyamy-ta-pedahohamy-birkivskoho-nvk-zosh-i-iii-stupeniv-dnz-imeni-tarasa-shevchenka-yavorivskoji-rajonnoji-rady-lvivskoji-oblasti	
02.05.2018	kultart	18	http://kultart.lnu.edu.ua/news/zaproshennya-u-shevchenkivskyj-haj-na-vystavy	
02.05.2018	kultart	18	http://kultart.lnu.edu.ua/news/nahaduvannya-tryvalist-semestru-i-rozklady	
27.04.2018	kultart	19	http://kultart.lnu.edu.ua/news/studentka-alina-bilous-vzyala-uchast-u-vseukrajinskij-olimpiadi-z-italijskoji-movy-u-kyjevi	
27.04.2018	kultart	19	http://kultart.lnu.edu.ua/news/druha-mizhnarodna-naukovo-praktychna-studentska-teatroznavcha-konferentsiya-suchasnyj-teatr-u-prostori-suspilstva-diahnostyka-prohnostyka-terapiya	
27.04.2018	kultart	19	http://kultart.lnu.edu.ua/news/vidbuvsya-den-abiturijenta	
27.04.2018	kultart	19	http://kultart.lnu.edu.ua/news/polozhennya-pro-naukovo-praktychnu-studentsku-konferentsiyu-horeohrafichna-kultura-mystetski-vymiry-2	
26.04.2018	kultart	19	http://kultart.lnu.edu.ua/news/vitajemo-nashyh-studentiv-dyplomantiv-viii-vseukrajinskoho-konkursu-profesijnyh-chyttsiv-imeni-romana-cherkashyna	
26.04.2018	kultart	20	http://kultart.lnu.edu.ua/news/myttjevosti-iv-studentskoji-internet-konferentsiji-informatsiya-nauka-biblioteka-vesna	
26.04.2018	kultart	20	http://kultart.lnu.edu.ua/news/rezultaty-tvorchoho-zaliku-abiturijentiv-spetsialnosti-014-13-serednya-osvita-muzychne-mystetstvo-26-kvitnya-2018-roku	
25.04.2018	kultart	20	http://kultart.lnu.edu.ua/news/zaproshujemo-na-den-abiturijenta	
25.04.2018	kultart	20	http://kultart.lnu.edu.ua/news/za-plahiat-pozbavlyatymut-vchenyh-zvan	
25.04.2018	kultart	20	http://kultart.lnu.edu.ua/news/oleh-ilnytskyj-zustrich-u-seriji-intelektualna-biohrafiya	
25.04.2018	kultart	21	http://kultart.lnu.edu.ua/news/nahaduvannya-rozklad-zalikiv-ta-ispytiv-denne-navchannya	
25.04.2018	kultart	21	http://kultart.lnu.edu.ua/news/p-r-o-h-r-a-m-a-iv-studentskoji-internet-konferentsiji-informatsiya-nauka-biblioteka-vesna	
25.04.2018	kultart	21	http://kultart.lnu.edu.ua/news/suchasnyj-teatr-u-prostori-suspilstva-diahnostyka-prohnostyka-terapiya-prohrama-konferentsiji	
24.04.2018	kultart	21	http://kultart.lnu.edu.ua/news/anons-iv-studentskoji-internet-konferentsiji-informatsiya-nauka-biblioteka-vesna	
24.04.2018	kultart	21	http://kultart.lnu.edu.ua/news/na-prezentatsiyu-monohrafiji-olhy-komendy	
24.04.2018	kultart	22	http://kultart.lnu.edu.ua/news/zik-pro-super-dance-2018	
24.04.2018	kultart	22	http://kultart.lnu.edu.ua/news/vidbulos-kvitneve-zasidannya-naukovoho-seminaru-fakultetu-kultury-i-mystetstv	
24.04.2018	kultart	22	http://kultart.lnu.edu.ua/news/zaproshennya-na-kontsert-muzyka-jednaje-nas	
20.04.2018	kultart	22	http://kultart.lnu.edu.ua/news/uvaha-rozklad-vystavlennya-zalikiv-ta-skladannya-ispytiv-denna-forma-navchannya	
20.04.2018	kultart	22	http://kultart.lnu.edu.ua/news/zaproshujemo-u-botanichni-sady-tsvit-mahnolij-zavorozhuje	
20.04.2018	kultart	23	http://kultart.lnu.edu.ua/news/pro-vyhidni-dni-3	
19.04.2018	kultart	23	http://kultart.lnu.edu.ua/news/super-dans-super-dance-2018	
19.04.2018	kultart	23	http://kultart.lnu.edu.ua/news/zaproshujemo-na-kvitneve-zasidannya-naukovoho-seminaru-fakultetu-kultury-i-mystetstv	
19.04.2018	kultart	23	http://kultart.lnu.edu.ua/news/vitajemo-hrystynu-petrynku-iz-pereobrannyam-na-posadu-holovy-profbyuro-fakultetu-kultury-i-mystetstv	
19.04.2018	kultart	23	http://kultart.lnu.edu.ua/news/zasidannya-vchenoji-rady-fakultetu-kultury-i-mystetstv-28	
19.04.2018	kultart	24	http://kultart.lnu.edu.ua/news/zasidannya-naukovo-metodychnoji-rady-fakultetu-6	
19.04.2018	kultart	24	http://kultart.lnu.edu.ua/news/vidbulosya-urochyste-vidkryttya-naukovoji-konferentsiji-evrejska-kultura-v-ukrajini-druha-pol-hih-persha-pol-hh-st-muzejni-kolektsiji-ta-teatralne-mystetstvo	
18.04.2018	kultart	24	http://kultart.lnu.edu.ua/news/vidbulas-prezentatsiya-zustrichi-teze-lviv-2018	
17.04.2018	kultart	24	http://kultart.lnu.edu.ua/news/studenty-fakultetu-kultury-i-mystetstv-vzyaly-aktyvnu-uchast-u-iii-mizhnarodnomu-forumi-molodyh-bibliotekariv	
17.04.2018	kultart	24	http://kultart.lnu.edu.ua/news/nahadujemo-pro-najblyzhchi-dedlajny-konkursiv-prohramy-erazmus-navchalna-kredytna-mobilnist-za-uchastyu-lnu-imeni-ivana-franka	
17.04.2018	kultart	25	http://kultart.lnu.edu.ua/news/zustrich-dekana-zi-studentamy-3	
17.04.2018	kultart	25	http://kultart.lnu.edu.ua/news/vitajemo-solomiyu-kovalsku-iz-pereobrannyam-na-posadu-holovy-studentskoji-rady-fakultetu-kultury-i-mystetstv	
13.04.2018	kultart	25	http://kultart.lnu.edu.ua/news/kastynh	
13.04.2018	kultart	25	http://kultart.lnu.edu.ua/news/zaproshennya-do-botanichnoho-sadu	
13.04.2018	kultart	25	http://kultart.lnu.edu.ua/news/lvivskyj-universytet-u-trijtsi-lideriv-rejtynhu-ukrajinskyh-vnz-za-pokaznykamy-bazy-danyh-scopus	
12.04.2018	kultart	26	http://kultart.lnu.edu.ua/news/zaproshennya-na-zustrich-z-chlenamy-pravlinnya-hromadskoji-initsiatyvy-pobudovy-pamyatnyka-ivanu-frankovi-u-m-kyjevi	
12.04.2018	kultart	26	http://kultart.lnu.edu.ua/news/naukova-konferentsiya-evrejska-kultura-v-ukrajini-druha-pol-hih-persha-pol-hh-st-muzejni-kolektsiji-ta-teatralne-mystetstvo-prohrama	
10.04.2018	kultart	26	http://kultart.lnu.edu.ua/news/zaproshennya-na-vidkryte-zanyattya	
08.04.2018	kultart	26	http://kultart.lnu.edu.ua/news/vitajemo-zi-svitlym-hospodnim-voskresinnyam	
05.04.2018	kultart	26	http://kultart.lnu.edu.ua/news/zaproshennya-na-kastynh-molodyh-talanovytyh-studentiv-i-studentok	
05.04.2018	kultart	27	http://kultart.lnu.edu.ua/news/mon-ukrajiny-pidpysano-memorandum-z-kompanijeyu-antyplahiat	
05.04.2018	kultart	27	http://kultart.lnu.edu.ua/news/nahaduvannya-rozklad-litnoji-sesiji-studentiv-zaochnoji-formy-navchannya	
04.04.2018	kultart	27	http://kultart.lnu.edu.ua/news/liliya-syrota-prohodyla-planove-naukove-stazhuvannya-u-derzhavnij-naukovij-bibliotetsi-v-pryashevislovatska-respublika	
03.04.2018	kultart	27	http://kultart.lnu.edu.ua/news/obsyahy-derzhavnoho-zamovlennya	
03.04.2018	kultart	27	http://kultart.lnu.edu.ua/news/proforijentatsijna-zustrich-z-uchnyamy-mostyschyny	
03.04.2018	kultart	28	http://kultart.lnu.edu.ua/news/pro-vidbir-uchasnykiv-na-shkolu-liderstva-upravlinnya-universytetom	
29.03.2018	kultart	28	http://kultart.lnu.edu.ua/news/pro-cherhovyj-onlajn-dialoh-z-abiturijentamy	
29.03.2018	kultart	28	http://kultart.lnu.edu.ua/news/rezultaty-tvorchoho-zaliku-abiturijentiv-spetsialnosti-014-13-serednya-osvita-muzychne-mystetstvo-29-bereznya-2018-roku	
29.03.2018	kultart	28	http://kultart.lnu.edu.ua/news/zasidannya-naukovo-metodychnoji-rady-3	
29.03.2018	kultart	28	http://kultart.lnu.edu.ua/news/pro-iv-mizhnarodnu-naukovo-praktychnu-konferentsiyu-vyhovnyj-ta-mystetskyj-vplyv-suchasnoho-horeohrafichnoho-mystetstva-tendentsiji-ta-perspektyvy-rozvytku-ta-vseukrajinskyj-seminar-praktykum-z-such	
29.03.2018	kultart	29	http://kultart.lnu.edu.ua/news/zaproshujemo-na-lektsiyu-m-v-strihy-ukrajinskyj-opernyj-pereklad-zabuti-storinky-istoriji	
28.03.2018	kultart	29	http://kultart.lnu.edu.ua/news/vidbulas-zustrich-zi-studentamy-yaki-meshkayut-v-studentskomu-hurtozhytku	
28.03.2018	kultart	29	http://kultart.lnu.edu.ua/news/v-universyteti-vidznachyly-mizhnarodnyj-den-teatru	
28.03.2018	kultart	29	http://kultart.lnu.edu.ua/news/ii-hvylyu-rejestratsiji-na-dystsypliny-vilnoho-vyboru-prodovzheno	
28.03.2018	kultart	29	http://kultart.lnu.edu.ua/news/mizhnarodnyj-den-teatru-na-valovij-fotofrahmenty-vid-i-pro-romana-lavrentiya	
27.03.2018	kultart	30	http://kultart.lnu.edu.ua/news/mizhnarodnyj-den-teatru-na-valovij-video	
27.03.2018	kultart	30	http://kultart.lnu.edu.ua/news/do-uvahy-studentiv-vybory-do-studentskyh-rad	
26.03.2018	kultart	30	http://kultart.lnu.edu.ua/news/konkurs-na-zamischennya-vakantnyh-posad	
26.03.2018	kultart	30	http://kultart.lnu.edu.ua/news/zaproshennya-na-iv-mizhnarodnu-naukovo-praktychnu-konferentsiyu-ta-vseukrajinskyj-seminar-praktykum-z-suchasnoji-horeohrafiji-vyhovnyj-ta-mystetskyj-vplyv-suchasnoho-horeohrafichnoho-mystetstva-tende	
26.03.2018	kultart	30	http://kultart.lnu.edu.ua/news/zustrich-dekana-fakultetu-zi-studentamy-yaki-prozhyvayut-u-studentskomu-hurtozhytku	
26.03.2018	kultart	31	http://kultart.lnu.edu.ua/news/zaproshujemo-na-svyatkuvannya-mizhnarodnoho-dnya-teatru	
26.03.2018	kultart	31	http://kultart.lnu.edu.ua/news/zaproshennya-na-zustrich-vypusknykiv	
26.03.2018	kultart	31	http://kultart.lnu.edu.ua/news/pro-ii-hvylyu-rejestratsiji-na-vybirkovi-dystsypliny	
25.03.2018	kultart	31	http://kultart.lnu.edu.ua/news/naukovo-metodychnyj-seminar-kafedry-muzykoznavstva-ta-horovoho-mystetstva-za-uchastyu-hostya-fakultetu-znanoho-v-ukrajini-ta-sviti-dyryhenta-ihorya-tsyklinskoho	
24.03.2018	kultart	31	http://kultart.lnu.edu.ua/news/zaproshennya-na-mizhnarodnu-naukovu-konferentsiyu-ukrajinska-filolohiya-shkoly-postati-problemy-do-170-richchya-zasnuvannya-kafedry-ukrajinskoji-slovesnosti-u-lvivskomu-universyteti	
21.03.2018	kultart	32	http://kultart.lnu.edu.ua/news/zasidannya-naukovo-metodychnoji-rady-2	
21.03.2018	kultart	32	http://kultart.lnu.edu.ua/news/majster-klas-vidomoho-maestro-horovoho-mystetstva-ihorya-tsyklinskoho	
21.03.2018	kultart	32	http://kultart.lnu.edu.ua/news/zasidannya-vchenoji-rady-fakultetu-kultury-i-mystetstv-27	
19.03.2018	kultart	32	http://kultart.lnu.edu.ua/news/nahaduvannya-yarmarok-karjery	
19.03.2018	kultart	32	http://kultart.lnu.edu.ua/news/praktychna-chastyna-tretoji-vseukrajinskoji-naukovo-praktychnoji-konferentsiji-pedahohichni-psyholohichni-ta-medyko-biolohichni-aspekty-v-horeohrafiji-ta-sporti	
19.03.2018	kultart	33	http://kultart.lnu.edu.ua/news/zaproshennya-do-uchasti-v-seminari-peretvorennya-rozpovidi-usna-istoriya-v-akademiji-ta-v-teatri	
19.03.2018	kultart	33	http://kultart.lnu.edu.ua/news/zustrich-dekana-zi-studentamy-2	
16.03.2018	kultart	33	http://kultart.lnu.edu.ua/news/povidomlennya-dlya-studentiv-schodo-vijskovoji-pidhotovky-za-prohramoyu-ofitseriv-zapasu	
16.03.2018	kultart	33	http://kultart.lnu.edu.ua/news/zaproshennya-na-seminar-pokaznyky-efektyvnoji-naukovoji-diyalnosti-naukovtsya-ustanovy-i-krajiny-publikatsiji-naukovi-vydannya-hranty	
16.03.2018	kultart	33	http://kultart.lnu.edu.ua/news/pershyj-den-tretoji-vseukrajinskoji-naukovo-praktychnoji-konferentsiji-pedahohichni-psyholohichni-ta-medyko-biolohichni-aspekty-v-horeohrafiji-ta-sporti	
15.03.2018	kultart	34	http://kultart.lnu.edu.ua/news/do-uvahy-studentiv-zaochnoji-formy-navchannya-4	
14.03.2018	kultart	34	http://kultart.lnu.edu.ua/news/vsesvit-shevchenkovoho-slova	
14.03.2018	kultart	34	http://kultart.lnu.edu.ua/news/pro-stvorennya-pershoji-brendovanoji-kramnychky-lnu-im-i-franka-frankostore	
14.03.2018	kultart	34	http://kultart.lnu.edu.ua/news/nahaduvannya-dodatkovyj-rozklad-zanyat	
